2115,CSE0000000,TvBaseR1,12111414,480,2018/4/3,2018/3/13
2116,CSE0000000,ElectronicDictionary67,12110809,750,2018/3/12,2018/2/28
2117,CSE0000000,ExhaustFanD8,11812628,750,2018/2/5,2018/3/2
2118,CSE0000000,MultifunctionalT4,11612519,740,2018/2/23,2018/3/3
2119,CSE0000000,ServerBarebonesH4,12111414,500,2018/2/19,2018/3/26
2120,CSE0000001,LaptopDockingStation94,12011919,310,2017/7/25,2017/7/10
2121,CSE0000001,DotMatrixPrinterK1,11311100,610,2017/7/22,2017/8/7
2122,CSE0000001,HumidifierY5,12011919,160,2017/8/10,2017/8/15
2123,CSE0000001,PhysicalSecurityIsolation35,11610329,770,2017/8/7,2017/9/1
2124,CSE0000001,HumidifierF6,11112326,430,2017/7/13,2017/8/26
2125,CSE0000001,SteeringWheel71,11610803,1000,2017/7/23,2017/8/19
2126,CSE0000001,HotPotJ2,11110725,430,2017/7/18,2017/8/16
2127,CSE0000001,BuildingIntercom75,12012220,130,2017/8/19,2017/7/16
2128,CSE0000001,SerialCommunicationServerE9,11112911,1000,2017/9/1,2017/7/23
2129,CSE0000001,CasetteLibrary26,12112727,170,2017/8/25,2017/8/14
2130,CSE0000001,MicrophoneDigitalCompanionX4,11710106,600,2017/7/13,2017/7/8
2131,CSE0000001,Mp437,11211510,300,2017/8/13,2017/7/20
2132,CSE0000001,ServerPowerO3,11910621,770,2017/8/17,2017/7/22
2133,CSE0000001,ToiletSeatO7,12212123,690,2017/8/2,2017/8/13
2134,CSE0000001,DiskArray57,12111625,780,2017/8/12,2017/7/8
2135,CSE0000001,SecurityCameraY2,12111906,820,2017/8/24,2017/9/3
2136,CSE0000001,SecurityCamera25,11711710,180,2017/9/3,2017/8/19
2137,CSE0000002,CameraBattery26,11711701,150,2004/1/20,2004/1/18
2138,CSE0000002,HumidifierE8,11510201,780,2003/12/13,2003/12/26
2139,CSE0000002,HardDiskRecording82,11810914,40,2003/12/2,2003/12/4
2140,CSE0000003,AirConditioner27,11612521,750,2018/5/31,2018/5/21
2141,CSE0000003,DvrE9,12110421,580,2018/5/11,2018/5/12
2142,CSE0000003,InkCartridgeU4,11212200,190,2018/6/21,2018/6/2
2143,CSE0000003,Laptop'SBatteryT2,11411929,900,2018/5/28,2018/6/3
2144,CSE0000003,PrintServer18,11611508,1000,2018/5/29,2018/5/9
2145,CSE0000003,PhotoBox60,11911204,50,2018/6/18,2018/6/8
2146,CSE0000003,DotMatrixPrinter76,11411929,240,2018/5/21,2018/6/10
2147,CSE0000003,PedometerC2,12012309,130,2018/5/14,2018/5/5
2148,CSE0000003,OpticalTransceiver15,11612521,540,2018/5/3,2018/6/6
2149,CSE0000003,FlatFilm23,11210120,710,2018/4/27,2018/6/18
2150,CSE0000003,HardDiskA7,12211614,10,2018/6/6,2018/5/23
2151,CSE0000004,MobilePhoneCarAccessories90,11811426,270,2001/6/21,2001/6/22
2152,CSE0000004,TapeDrivesG3,11810625,940,2001/6/25,2001/6/29
2153,CSE0000004,DesktopPc74,11312521,840,2001/7/10,2001/6/14
2154,CSE0000004,HomeTheater94,11212008,760,2001/7/5,2001/6/3
2155,CSE0000004,CardReader59,11210622,660,2001/6/28,2001/6/25
2156,CSE0000005,Tester04,11311906,860,2021/7/19,2021/6/19
2157,CSE0000005,PowerSupply63,11211002,70,2021/6/24,2021/5/28
2158,CSE0000005,WashingMachine56,11612024,470,2021/6/6,2021/7/3
2159,CSE0000005,GameLightGunGamePeripheral93,11312521,80,2021/6/28,2021/6/30
2160,CSE0000005,AntivirusAndEmailFiltering05,11910916,590,2021/7/5,2021/6/11
2161,CSE0000005,OfficeSoftware20,11611210,380,2021/6/1,2021/7/20
2162,CSE0000005,ScreenSplitterA3,11610329,420,2021/7/8,2021/7/18
2163,CSE0000005,LightningProtectionProducts26,11510416,970,2021/7/7,2021/6/6
2164,CSE0000005,AirPurifierV6,11211510,960,2021/6/3,2021/7/2
2165,CSE0000005,LargeFormatPrinterT5,11611627,640,2021/6/21,2021/7/2
2166,CSE0000005,Cpu38,11910210,320,2021/6/13,2021/6/27
2167,CSE0000005,AntivirusSoftwareP9,12111307,920,2021/7/5,2021/7/12
2168,CSE0000005,BarcodeAndCardReadingEquipment27,11411314,110,2021/6/17,2021/7/16
2169,CSE0000006,OpticalTransceiver40,11611227,900,2015/4/13,2015/3/31
2170,CSE0000006,FaxMachineCopierD4,11911804,670,2015/3/15,2015/4/9
2171,CSE0000007,RemoteControl83,12111613,540,2010/10/23,2010/9/23
2172,CSE0000008,TvBase65,11511523,580,2000/11/17,2000/11/24
2173,CSE0000008,LaminatorMoDriveH2,11510013,520,2000/11/27,2000/11/23
2174,CSE0000009,Anti-SlipMobilePhone26,12211518,30,2003/6/7,2003/5/28
2175,CSE0000009,TvBase30,11210008,270,2003/5/14,2003/6/28
2176,CSE0000009,Yuba80,11612609,240,2003/6/15,2003/5/22
2177,CSE0000009,MonitorB2,11510326,30,2003/5/31,2003/5/2
2178,CSE0000009,HotelEntertainment81,11710803,150,2003/6/13,2003/6/25
2179,CSE0000009,Anti-TheftAlarmHostN4,11612301,530,2003/5/17,2003/5/2
2180,CSE0000009,Charger07,11611811,240,2003/5/30,2003/6/10
2181,CSE0000009,MobilePower20,11510305,750,2003/5/3,2003/5/19
2182,CSE0000009,E-BookF8,11810112,480,2003/5/24,2003/5/20
2183,CSE0000009,OnlineTelephoneO8,11511922,160,2003/5/5,2003/5/25
2184,CSE0000009,DatabaseSoftwareO6,11710512,860,2003/5/25,2003/6/22
2185,CSE0000010,FlashAccessories41,11712202,610,2013/5/18,2013/6/28
2186,CSE0000011,RouterB5,11512408,960,2018/1/6,2018/1/7
2187,CSE0000011,MultiplexerL3,11812006,220,2017/12/12,2018/1/7
2188,CSE0000011,DvdPlayer89,11611101,480,2017/12/14,2018/1/26
2189,CSE0000011,MicroscopeU0,11112918,350,2018/1/1,2018/2/3
2190,CSE0000011,DesktopPc78,11710029,600,2017/12/28,2018/2/5
2191,CSE0000011,PrinterH8,12011319,930,2018/1/12,2018/2/6
2192,CSE0000011,Pbx05,11112316,850,2018/1/28,2018/1/26
2193,CSE0000011,TvHanger69,12212006,560,2018/1/22,2018/2/7
2194,CSE0000012,WirelessAccessPointY0,11512118,130,2021/1/30,2021/2/20
2195,CSE0000012,DigitalCameraS4,11411901,380,2021/1/12,2021/2/15
2196,CSE0000012,ClusterH8,12212215,350,2021/2/24,2021/2/27
2197,CSE0000012,GpsI3,12112001,970,2021/2/14,2021/3/1
2198,CSE0000012,ReceiptPrinter06,11412713,640,2021/2/23,2021/2/25
2199,CSE0000012,TollMachine89,11510427,210,2021/1/25,2021/2/26
2200,CSE0000012,MobilePhone49,12112001,510,2021/2/13,2021/2/28
2201,CSE0000012,HardDiskRecordingT5,12110203,280,2021/2/16,2021/1/12
2202,CSE0000012,CellPhoneBattery21,11610318,20,2021/3/2,2021/2/27
2203,CSE0000012,IsbnPrinterA3,12211226,330,2021/3/6,2021/2/1
2204,CSE0000012,Telescope92,12212215,10,2021/3/7,2021/1/30
2205,CSE0000012,SerialCommunicationServer74,11211217,180,2021/1/21,2021/2/15
2206,CSE0000012,AdapterRing70,11611819,760,2021/3/12,2021/2/8
2207,CSE0000012,OtherAccessoriesQ9,12110421,910,2021/1/30,2021/2/20
2208,CSE0000012,LaminatingMachineC3,11412900,60,2021/1/14,2021/2/12
2209,CSE0000012,HandwritingInputE9,12112122,100,2021/1/24,2021/2/5
2210,CSE0000012,ToasterElectricOvenB8,11710914,230,2021/2/22,2021/1/27
2211,CSE0000012,SecurityCameraY2,11212711,600,2021/2/8,2021/2/28
2212,CSE0000013,MobilePhone56,11610803,870,2022/1/20,2022/2/3
2213,CSE0000014,DishwasherM7,11211610,220,2005/7/3,2005/6/22
2214,CSE0000015,Air-ConditioningFan79,11412106,440,2015/4/19,2015/5/19
2215,CSE0000015,GameLightGunGamePeripheralL5,11712016,490,2015/4/25,2015/4/18
2216,CSE0000015,Charger07,11811304,480,2015/4/28,2015/4/29
2217,CSE0000015,ColorManagementX0,11710012,480,2015/4/29,2015/5/23
2218,CSE0000015,ReceiptPrinter76,12010008,30,2015/5/16,2015/3/26
2219,CSE0000015,GasWaterHeaterB3,11810206,910,2015/5/20,2015/4/6
2220,CSE0000015,HardDisk51,11310620,1000,2015/4/24,2015/4/23
2221,CSE0000015,NetworkCardZ5,11512413,470,2015/4/24,2015/5/13
2222,CSE0000015,CursorMarkingMachineZ7,11812826,230,2015/5/9,2015/4/27
2223,CSE0000015,HardDiskRecordingT5,11912215,990,2015/4/8,2015/4/6
2224,CSE0000015,LinePrinterX7,11910723,530,2015/4/15,2015/5/4
2225,CSE0000015,Mouse12,11610317,340,2015/4/30,2015/4/6
2226,CSE0000015,LaminatingMachineE3,12211326,500,2015/5/8,2015/4/27
2227,CSE0000015,IndustrialNetworkSwitchR2,11610101,10,2015/5/22,2015/4/17
2228,CSE0000015,Anti-TheftAlarmHost23,11412820,870,2015/4/18,2015/5/22
2229,CSE0000015,PrecisionAirConditionerG9,11910723,490,2015/5/20,2015/4/20
2230,CSE0000015,ViewfinderL1,11712019,560,2015/5/9,2015/5/14
2231,CSE0000015,DigitalMobileTvZ2,11211219,610,2015/4/5,2015/5/12
2232,CSE0000015,WirelessNetworkCardK0,12012820,310,2015/5/9,2015/5/24
2233,CSE0000016,ElectricToothbrushX5,11111510,870,2013/11/24,2013/10/30
2234,CSE0000016,PrintMedia70,12011723,480,2013/12/3,2013/12/17
2235,CSE0000016,CameraRemoteO4,12010225,610,2013/12/1,2013/11/8
2236,CSE0000016,WirelessAccessPointY0,11212524,750,2013/10/27,2013/12/21
2237,CSE0000016,MonitorF1,11412311,410,2013/10/30,2013/11/26
2238,CSE0000016,Laptop78,12111613,310,2013/12/22,2013/12/2
2239,CSE0000016,MultiplexerL4,11911112,650,2013/12/19,2013/12/15
2240,CSE0000016,LaptopPowerAdapterD3,11911112,340,2013/12/10,2013/11/24
2241,CSE0000016,CleaningAndMaintenanceD0,11711514,300,2013/10/31,2013/11/4
2242,CSE0000016,PhysicalSecurityIsolationN5,11410502,970,2013/11/12,2013/11/8
2243,CSE0000016,LaserPrinterT5,11412623,610,2013/11/24,2013/12/9
2244,CSE0000016,FlashCardG3,11611819,140,2013/12/11,2013/12/16
2245,CSE0000016,LaserPrinterC5,11810104,980,2013/11/18,2013/11/27
2246,CSE0000016,PressureCookerP8,11710008,1000,2013/12/2,2013/12/18
2247,CSE0000016,Cd-RomBox49,11210425,770,2013/11/10,2013/11/3
2248,CSE0000016,GamePackL5,12011708,40,2013/11/25,2013/12/14
2249,CSE0000016,CasetteLibraryT2,12011424,890,2013/10/28,2013/12/1
2250,CSE0000016,LargeFormatPrinterT5,12210529,360,2013/12/16,2013/12/19
2251,CSE0000016,LargeFormatPrinterD9,11410502,500,2013/12/13,2013/12/5
2252,CSE0000016,RepeaterB1,11511312,140,2013/11/16,2013/11/25
2253,CSE0000016,LcdTvS3,11111605,270,2013/11/19,2013/11/6
2254,CSE0000016,FruitAndVegetableWashingMachineL2,11310829,150,2013/11/3,2013/10/31
2255,CSE0000016,FruitAndVegetableWashingMachineF9,11411019,10,2013/11/29,2013/12/10
2256,CSE0000016,HoodB4,11812007,50,2013/11/23,2013/11/19
2257,CSE0000016,PlasmaTv10,11510816,40,2013/11/8,2013/11/21
2258,CSE0000016,DigitalMobileTvH2,11212524,550,2013/11/25,2013/12/6
2259,CSE0000016,ServerHardDriveJ1,11611819,720,2013/11/29,2013/10/26
2260,CSE0000016,UDisk10,11511312,230,2013/12/6,2013/11/10
2261,CSE0000016,ServerHardDrive65,11810104,550,2013/11/22,2013/12/12
2262,CSE0000016,TrafficManagement93,12112122,820,2013/12/8,2013/11/16
2263,CSE0000016,VacuumCleaner90,12112122,100,2013/11/17,2013/10/27
2264,CSE0000016,VacuumCleaner07,11812407,930,2013/11/15,2013/10/31
2265,CSE0000016,Cabinet07,11812728,490,2013/11/15,2013/12/4
2266,CSE0000016,Charger07,12010120,830,2013/11/23,2013/11/2
2267,CSE0000016,ServerBarebones96,11210120,490,2013/11/14,2013/11/3
2268,CSE0000016,Pbx69,11712325,680,2013/10/31,2013/11/30
2269,CSE0000016,TvPlayer60,12211226,380,2013/12/9,2013/12/15
2270,CSE0000016,LaminatorMoDrive12,11111605,690,2013/12/22,2013/11/23
2271,CSE0000016,InternetBehaviorManagementG2,11710818,460,2013/12/13,2013/11/24
2272,CSE0000016,WorkstationU5,11311712,20,2013/10/29,2013/11/29
2273,CSE0000016,BillingSystemI2,12010313,300,2013/12/11,2013/11/30
2274,CSE0000017,Anti-SlipMobilePhone26,11310324,350,2002/11/5,2002/11/25
2275,CSE0000017,GameMachineWire98,11211017,40,2002/11/20,2002/11/26
2276,CSE0000017,GameMachineWireH5,11712200,420,2002/11/17,2002/10/12
2277,CSE0000017,ServerHardDriveJ1,12011919,970,2002/10/15,2002/10/30
2278,CSE0000017,CoffeeMachine86,11311901,120,2002/10/7,2002/11/30
2279,CSE0000017,RangeHoodE2,11412011,900,2002/11/19,2002/11/11
2280,CSE0000017,KeyboardAndMouseSet73,11610326,470,2002/10/31,2002/10/29
2281,CSE0000017,PhotoBox94,11211429,730,2002/10/7,2002/10/19
2282,CSE0000017,ScreenSplitter58,11310313,350,2002/11/4,2002/10/27
2283,CSE0000017,Telephone67,11311906,460,2002/11/16,2002/10/29
2284,CSE0000017,AllInOneComputerT0,11411425,680,2002/10/15,2002/10/30
2285,CSE0000017,SpeakerAccessoriesG0,11910621,10,2002/10/15,2002/10/14
2286,CSE0000017,OnlineTelephoneO8,12110429,360,2002/11/15,2002/11/14
2287,CSE0000017,GameChargerA5,12110020,380,2002/11/15,2002/11/16
2288,CSE0000017,HardDiskExtractionBox93,11311906,970,2002/11/2,2002/10/14
2289,CSE0000018,WirelessHdS0,11811426,580,2008/3/2,2008/3/23
2290,CSE0000018,Monocular54,11510209,120,2008/2/24,2008/4/4
2291,CSE0000019,Anti-SlipMobilePhone87,11812407,980,2004/3/30,2004/2/15
2292,CSE0000019,LaptopA9,12011702,620,2004/3/19,2004/3/27
2293,CSE0000019,AirConditioner71,12012922,430,2004/2/1,2004/3/15
2294,CSE0000019,ComputerRemoteControlG0,11211210,500,2004/2/6,2004/2/4
2295,CSE0000019,TvBase65,11711514,200,2004/2/12,2004/3/11
2296,CSE0000019,IndustrialControlEquipment34,11912320,810,2004/2/22,2004/2/28
2297,CSE0000019,FirewallX5,11611227,270,2004/2/11,2004/3/15
2298,CSE0000019,MobilePowerN6,11110405,220,2004/2/16,2004/2/9
2299,CSE0000019,GasWaterHeaterS7,11211620,370,2004/3/24,2004/3/25
2300,CSE0000019,Converter21,11511403,670,2004/3/2,2004/3/16
2301,CSE0000019,RouterB5,11210425,850,2004/3/14,2004/2/27
2302,CSE0000019,BuildingIntercom04,11911112,420,2004/2/22,2004/3/24
2303,CSE0000019,CameraFilmQ3,11911604,370,2004/2/12,2004/3/21
2304,CSE0000019,TonerCartridge20,11910015,190,2004/2/20,2004/3/11
2305,CSE0000019,FruitAndVegetableWashingMachineU6,11710304,750,2004/4/1,2004/3/30
2306,CSE0000019,MultimediaSoftwareA8,11210026,750,2004/3/22,2004/3/23
2307,CSE0000019,CentralControlSystemU8,11911804,800,2004/2/3,2004/2/7
2308,CSE0000019,HoodB4,11210906,950,2004/2/8,2004/3/29
2309,CSE0000020,WirelessAccessPoint23,11211721,350,2011/2/16,2011/1/24
2310,CSE0000020,MultiplexerL3,11812209,270,2011/2/1,2011/3/12
2311,CSE0000020,WirelessRouter47,11610803,980,2011/2/5,2011/2/26
2312,CSE0000020,VideoServerX4,11810021,300,2011/2/13,2011/2/3
2313,CSE0000020,CableJ6,11610022,820,2011/3/12,2011/2/17
2314,CSE0000020,WaterHeater57,11211610,390,2011/2/25,2011/2/25
2315,CSE0000020,Freezer85,12212123,890,2011/3/1,2011/1/26
2316,CSE0000020,Cd-RomBox87,11710522,430,2011/1/27,2011/3/3
2317,CSE0000020,IntranetSecurityNetworkVulnerabilityScanningP0,12110704,960,2011/2/23,2011/2/14
2318,CSE0000020,NotebookCase47,11610326,240,2011/3/11,2011/2/8
2319,CSE0000020,LcdTv45,11612502,390,2011/2/10,2011/2/22
2320,CSE0000020,CustomerManagementSoftwareCrmW1,11611210,1000,2011/1/28,2011/2/22
2321,CSE0000020,PocketPcV3,11611101,700,2011/3/5,2011/3/1
2322,CSE0000021,ApplicationSupervision29,11612410,310,2001/4/8,2001/4/22
2323,CSE0000021,RangeHood35,11611500,970,2001/4/1,2001/4/6
2324,CSE0000022,RemoteControlL3,11112520,250,2011/2/4,2011/3/23
2325,CSE0000023,NetworkExtenderB5,12112312,30,2006/3/8,2006/3/3
2326,CSE0000023,DehumidifierP0,11910106,550,2006/1/28,2006/2/17
2327,CSE0000023,NotebookAccessories20,11410421,10,2006/1/24,2006/2/11
2328,CSE0000023,WaterHeater71,11112116,980,2006/2/19,2006/2/2
2329,CSE0000023,MobilePhoneFilm78,11912713,730,2006/2/12,2006/3/7
2330,CSE0000023,SteeringWheel93,11210708,960,2006/1/29,2006/3/3
2331,CSE0000023,Monocular54,11210708,910,2006/2/22,2006/1/23
